,zip_code,都,区,町,Prefecture,District,Area,lat,long
3110,1230865,東京都,足立区,新田,TOKYO TO,ADACHI KU,SHINDEN,35.6557533,139.8686415
3111,1210051,東京都,足立区,神明,TOKYO TO,ADACHI KU,SHIMMEI,35.6527957,139.7401068
3112,1210057,東京都,足立区,神明南,TOKYO TO,ADACHI KU,SHIMMEIMINAMI,,
3113,1230852,東京都,足立区,関原,TOKYO TO,ADACHI KU,SEKIBARA,35.76635055,139.78897349365602
3114,1200034,東京都,足立区,千住,TOKYO TO,ADACHI KU,SENJU,35.7323539,139.7988024
3115,1200023,東京都,足立区,千住　曙町,TOKYO TO,ADACHI KU,SENJU AKEBONOCHO,,
3116,1200026,東京都,足立区,千住　旭町,TOKYO TO,ADACHI KU,SENJU ASAHICHO,,
3117,1200025,東京都,足立区,千住　東,TOKYO TO,ADACHI KU,SENJU AZUMA,,
3118,1200031,東京都,足立区,千住　大川町,TOKYO TO,ADACHI KU,SENJU OKAWACHO,,
3119,1200037,東京都,足立区,千住　河原町,TOKYO TO,ADACHI KU,SENJU KAWARACHO,,
3120,1200033,東京都,足立区,千住　寿町,TOKYO TO,ADACHI KU,SENJU KOTOBUKICHO,35.7531551,139.800832
3121,1200045,東京都,足立区,千住　桜木,TOKYO TO,ADACHI KU,SENJU SAKURAGI,,
3122,1200024,東京都,足立区,千住　関屋町,TOKYO TO,ADACHI KU,SENJU SEKIYACHO,,
3123,1200042,東京都,足立区,千住　龍田町,TOKYO TO,ADACHI KU,SENJU TATSUTACHO,,
3124,1200035,東京都,足立区,千住　中居町,TOKYO TO,ADACHI KU,SENJU NAKAICHO,,
3125,1200036,東京都,足立区,千住　仲町,TOKYO TO,ADACHI KU,SENJU NAKACHO,,
3126,1200038,東京都,足立区,千住　橋戸町,TOKYO TO,ADACHI KU,SENJU HASHIDOCHO,,
3127,1200044,東京都,足立区,千住　緑町,TOKYO TO,ADACHI KU,SENJU MIDORICHO,,
3128,1200043,東京都,足立区,千住　宮元町,TOKYO TO,ADACHI KU,SENJU MIYAMOTOCHO,35.7443991,139.7978838
3129,1200041,東京都,足立区,千住　元町,TOKYO TO,ADACHI KU,SENJU MOTOMACHI,,
3130,1200032,東京都,足立区,千住　柳町,TOKYO TO,ADACHI KU,SENJU YANAGICHO,,
3131,1210813,東京都,足立区,竹の塚,TOKYO TO,ADACHI KU,TAKENOTSUKA,35.7945322,139.7907116
3132,1210054,東京都,足立区,辰沼,TOKYO TO,ADACHI KU,TATSUNUMA,35.7834743,139.83537912158448
3133,1200011,東京都,足立区,中央本町（１、２丁目）,TOKYO TO,ADACHI KU,CHUOHONCHO(1.2-CHOME),,
3134,1210011,東京都,足立区,中央本町（３～５丁目）,TOKYO TO,ADACHI KU,CHUOHONCHO(3-5-CHOME),,
3135,1230871,東京都,足立区,椿,TOKYO TO,ADACHI KU,TSUBAKI,35.779143950000005,139.75931990225303
3136,1200003,東京都,足立区,東和,TOKYO TO,ADACHI KU,TOWA,35.7114427,139.7748021
3137,1210831,東京都,足立区,舎人,TOKYO TO,ADACHI KU,TONERI,,
3138,1210837,東京都,足立区,舎人公園,TOKYO TO,ADACHI KU,TONERIKOEN,35.7954939,139.7702683
3139,1210835,東京都,足立区,舎人町,TOKYO TO,ADACHI KU,TONERIMACHI,,
3140,1200002,東京都,足立区,中川,TOKYO TO,ADACHI KU,NAKAGAWA,35.7359135,139.851864
3141,1200014,東京都,足立区,西綾瀬,TOKYO TO,ADACHI KU,NISHIAYASE,,
3142,1230841,東京都,足立区,西新井,TOKYO TO,ADACHI KU,NISHIARAI,35.777253,139.790321
3143,1230843,東京都,足立区,西新井栄町,TOKYO TO,ADACHI KU,NISHIARAISAKAECHO,,
3144,1230845,東京都,足立区,西新井本町,TOKYO TO,ADACHI KU,NISHIARAIHONCHO,,
3145,1210824,東京都,足立区,西伊興,TOKYO TO,ADACHI KU,NISHIIKO,35.6946524,139.7960822
3146,1210825,東京都,足立区,西伊興町,TOKYO TO,ADACHI KU,NISHIIKOCHO,,
3147,1210074,東京都,足立区,西加平,TOKYO TO,ADACHI KU,NISHIKAHEI,35.77918195,139.8210070082826
3148,1210822,東京都,足立区,西竹の塚,TOKYO TO,ADACHI KU,NISHITAKENOTSUKA,,
3149,1210812,東京都,足立区,西保木間,TOKYO TO,ADACHI KU,NISHIHOKIMA,35.8046237,139.8014376
3150,1210061,東京都,足立区,花畑,TOKYO TO,ADACHI KU,HANAHATA,35.7878981,139.8222125
3151,1200004,東京都,足立区,東綾瀬,TOKYO TO,ADACHI KU,HIGASHIAYASE,35.76676345,139.83495777334952
3152,1210801,東京都,足立区,東伊興,TOKYO TO,ADACHI KU,HIGASHIIKO,,
3153,1210063,東京都,足立区,東保木間,TOKYO TO,ADACHI KU,HIGASHIHOKIMA,35.7949355,139.8100858
3154,1210071,東京都,足立区,東六月町,TOKYO TO,ADACHI KU,HIGASHIROKUGATSUCHO,,
3155,1210075,東京都,足立区,一ツ家,TOKYO TO,ADACHI KU,HITOTSUYA,35.7817608,139.8137144805512
3156,1200021,東京都,足立区,日ノ出町,TOKYO TO,ADACHI KU,HINODECHO,35.750953,139.809899
3157,1210076,東京都,足立区,平野,TOKYO TO,ADACHI KU,HIRANO,35.7824602,139.80593117826163
3158,1210064,東京都,足立区,保木間,TOKYO TO,ADACHI KU,HOKIMA,35.7947597,139.8023471
3159,1210072,東京都,足立区,保塚町,TOKYO TO,ADACHI KU,HOZUKACHO,,
3160,1230874,東京都,足立区,堀之内,TOKYO TO,ADACHI KU,HORINOCHI,,
3161,1210062,東京都,足立区,南花畑,TOKYO TO,ADACHI KU,MINAMIHANAHATA,,
3162,1200047,東京都,足立区,宮城,TOKYO TO,ADACHI KU,MIYAGI,35.6856,139.783161
3163,1210052,東京都,足立区,六木,TOKYO TO,ADACHI KU,MUTSUGI,,
3164,1230853,東京都,足立区,本木,TOKYO TO,ADACHI KU,MOTOKI,35.7636887,139.7856826
3165,1230854,東京都,足立区,本木　東町,TOKYO TO,ADACHI KU,MOTOKI HIGASHIMACHI,,
3166,1230856,東京都,足立区,本木　西町,TOKYO TO,ADACHI KU,MOTOKI NISHIMACHI,,
3167,1230855,東京都,足立区,本木　南町,TOKYO TO,ADACHI KU,MOTOKI MINAMIMACHI,,
3168,1230857,東京都,足立区,本木　北町,TOKYO TO,ADACHI KU,MOTOKI KITAMACHI,,
3169,1230863,東京都,足立区,谷在家,TOKYO TO,ADACHI KU,YAZAIKE,35.786641,139.7689150072486
3170,1200006,東京都,足立区,谷中,TOKYO TO,ADACHI KU,YANAKA,35.721218,139.7660417
3171,1200022,東京都,足立区,柳原,TOKYO TO,ADACHI KU,YANAGIHARA,35.7478206,139.8129013
3172,1210814,東京都,足立区,六月,TOKYO TO,ADACHI KU,ROKUGATSU,35.7869063,139.7959989
3173,1210073,東京都,足立区,六町,TOKYO TO,ADACHI KU,ROKUCHO,35.7848565,139.8218681
3174,1240000,東京都,葛飾区,以下に掲載がない場合,TOKYO TO,KATSUSHIKA KU,IKANIKEISAIGANAIBAAI,,
3175,1250062,東京都,葛飾区,青戸,TOKYO TO,KATSUSHIKA KU,AOTO,35.7455741,139.8560545
3176,1240022,東京都,葛飾区,奥戸,TOKYO TO,KATSUSHIKA KU,OKUDO,35.73723065,139.85310548390302
3177,1240003,東京都,葛飾区,お花茶屋,TOKYO TO,KATSUSHIKA KU,OHANAJAYA,35.7475893,139.8401447
3178,1250042,東京都,葛飾区,金町,TOKYO TO,KATSUSHIKA KU,KANAMACHI,35.7695843,139.8706926
3179,1250043,東京都,葛飾区,金町浄水場,TOKYO TO,KATSUSHIKA KU,KANAMACHIJOSUIJO,35.7607045,139.8802476
3180,1250053,東京都,葛飾区,鎌倉,TOKYO TO,KATSUSHIKA KU,KAMAKURA,35.6602524,139.6728159
3181,1250061,東京都,葛飾区,亀有,TOKYO TO,KATSUSHIKA KU,KAMEARI,35.7666652,139.8478007
3182,1240001,東京都,葛飾区,小菅,TOKYO TO,KATSUSHIKA KU,KOSUGE,,
3183,1250052,東京都,葛飾区,柴又,TOKYO TO,KATSUSHIKA KU,SHIBAMATA,35.7564295,139.8751807
3184,1250063,東京都,葛飾区,白鳥,TOKYO TO,KATSUSHIKA KU,SHIRATORI,35.7495129,139.8479248
3185,1240024,東京都,葛飾区,新小岩,TOKYO TO,KATSUSHIKA KU,SHINKOIWA,35.7173097,139.8548948
3186,1250054,東京都,葛飾区,高砂,TOKYO TO,KATSUSHIKA KU,TAKASAGO,35.7509396,139.8671221
3187,1240005,東京都,葛飾区,宝町,TOKYO TO,KATSUSHIKA KU,TAKARAMACHI,,
3188,1240012,東京都,葛飾区,立石,TOKYO TO,KATSUSHIKA KU,TATEISHI,35.7381895,139.8480693
3189,1250051,東京都,葛飾区,新宿,TOKYO TO,KATSUSHIKA KU,NIIJUKU,35.76100185,139.86368939092267
3190,1240002,東京都,葛飾区,西亀有（１、２丁目）,TOKYO TO,KATSUSHIKA KU,NISHIKAMEARI(1.2-CHOME),,
3191,1250002,東京都,葛飾区,西亀有（３、４丁目）,TOKYO TO,KATSUSHIKA KU,NISHIKAMEARI(3.4-CHOME),,
3192,1240025,東京都,葛飾区,西新小岩,TOKYO TO,KATSUSHIKA KU,NISHISHINKOIWA,35.7184098,139.8559171
3193,1250031,東京都,葛飾区,西水元,TOKYO TO,KATSUSHIKA KU,NISHIMIZUMOTO,,
3194,1250041,東京都,葛飾区,東金町,TOKYO TO,KATSUSHIKA KU,HIGASHIKANAMACHI,,
3195,1240023,東京都,葛飾区,東新小岩,TOKYO TO,KATSUSHIKA KU,HIGASHISHINKOIWA,,
3196,1240013,東京都,葛飾区,東立石,TOKYO TO,KATSUSHIKA KU,HIGASHITATEISHI,,
3197,1240004,東京都,葛飾区,東堀切,TOKYO TO,KATSUSHIKA KU,HIGASHIHORIKIRI,,
3198,1250033,東京都,葛飾区,東水元,TOKYO TO,KATSUSHIKA KU,HIGASHIMIZUMOTO,,
3199,1240014,東京都,葛飾区,東四つ木,TOKYO TO,KATSUSHIKA KU,HIGASHIYOTSUGI,,
3200,1240021,東京都,葛飾区,細田,TOKYO TO,KATSUSHIKA KU,HOSODA,35.7035352,139.6370184
3201,1240006,東京都,葛飾区,堀切,TOKYO TO,KATSUSHIKA KU,HORIKIRI,35.7434181,139.8174642
3202,1250032,東京都,葛飾区,水元,TOKYO TO,KATSUSHIKA KU,MIZUMOTO,,
3203,1250034,東京都,葛飾区,水元公園,TOKYO TO,KATSUSHIKA KU,MIZUMOTOKOEN,,
3204,1250035,東京都,葛飾区,南水元,TOKYO TO,KATSUSHIKA KU,MINAMIMIZUMOTO,,
3205,1240011,東京都,葛飾区,四つ木,TOKYO TO,KATSUSHIKA KU,YOTSUGI,35.7317433,139.8348561
3206,1320000,東京都,江戸川区,以下に掲載がない場合,TOKYO TO,EDOGAWA KU,IKANIKEISAIGANAIBAAI,,
3207,1320024,東京都,江戸川区,一之江,TOKYO TO,EDOGAWA KU,ICHINOE,35.6860241,139.8831104
3208,1340092,東京都,江戸川区,一之江町,TOKYO TO,EDOGAWA KU,ICHINOECHO,,
3209,1340082,東京都,江戸川区,宇喜田町,TOKYO TO,EDOGAWA KU,UKITACHO,,
3210,1320013,東京都,江戸川区,江戸川（１～３丁目、４丁目１～１４,TOKYO TO,EDOGAWA KU,EDOGAWA(1-3-CHOME.4-CHOME1-14-BAN),,
3211,1340013,東京都,江戸川区,江戸川（その他）,TOKYO TO,EDOGAWA KU,EDOGAWA(SONOTA),,
3212,1320022,東京都,江戸川区,大杉,TOKYO TO,EDOGAWA KU,OSUGI,35.700697399999996,139.87893240125874
3213,1330042,東京都,江戸川区,興宮町,TOKYO TO,EDOGAWA KU,OKINOMIYACHO,,
3214,1330041,東京都,江戸川区,上一色,TOKYO TO,EDOGAWA KU,KAMIISSHIKI,35.7326629,139.8734435521954
3215,1330054,東京都,江戸川区,上篠崎,TOKYO TO,EDOGAWA KU,KAMISHINOZAKI,,
3216,1340081,東京都,江戸川区,北葛西,TOKYO TO,EDOGAWA KU,KITAKASAI,,
3217,1330051,東京都,江戸川区,北小岩,TOKYO TO,EDOGAWA KU,KITAKOIWA,,
3218,1330053,東京都,江戸川区,北篠崎,TOKYO TO,EDOGAWA KU,KITASHINOZAKI,,
3219,1320034,東京都,江戸川区,小松川,TOKYO TO,EDOGAWA KU,KOMATSUGAWA,35.699191,139.8628107
3220,1330073,東京都,江戸川区,鹿骨,TOKYO TO,EDOGAWA KU,SHISHIBONE,,
3221,1330072,東京都,江戸川区,鹿骨町,TOKYO TO,EDOGAWA KU,SHISHIBONECHO,,
3222,1330061,東京都,江戸川区,篠崎町,TOKYO TO,EDOGAWA KU,SHINOZAKIMACHI,,
3223,1330064,東京都,江戸川区,下篠崎町,TOKYO TO,EDOGAWA KU,SHIMOSHINOZAKIMACHI,,
3224,1340087,東京都,江戸川区,清新町,TOKYO TO,EDOGAWA KU,SEISHINCHO,35.6692892,139.8496293
3225,1320021,東京都,江戸川区,中央,TOKYO TO,EDOGAWA KU,CHUO,35.666255,139.775565
3226,1340083,東京都,江戸川区,中葛西,TOKYO TO,EDOGAWA KU,NAKAKASAI,,
3227,1320001,東京都,江戸川区,新堀,TOKYO TO,EDOGAWA KU,NIIHORI,,
3228,1320023,東京都,江戸川区,西一之江,TOKYO TO,EDOGAWA KU,NISHIICHINOE,,
3229,1340088,東京都,江戸川区,西葛西,TOKYO TO,EDOGAWA KU,NISHIKASAI,,
3230,1330057,東京都,江戸川区,西小岩,TOKYO TO,EDOGAWA KU,NISHIKOIWA,,
3231,1320032,東京都,江戸川区,西小松川町,TOKYO TO,EDOGAWA KU,NISHIKOMATSUGAWAMACHI,,
3232,1330055,東京都,江戸川区,西篠崎,TOKYO TO,EDOGAWA KU,NISHISHINOZAKI,,
3233,1320015,東京都,江戸川区,西瑞江（３丁目、４丁目３～９番）,TOKYO TO,EDOGAWA KU,NISHIMIZUE(3-CHOME.4-CHOME3-9-BAN),,
3234,1340015,東京都,江戸川区,西瑞江（４丁目１～２番・１０～２７,TOKYO TO,EDOGAWA KU,NISHIMIZUE(4-CHOME1-2-BAN.10-27-BAN,,
3235,1340093,東京都,江戸川区,二之江町,TOKYO TO,EDOGAWA KU,NINOECHO,,
3236,1320003,東京都,江戸川区,春江町（１～３丁目）,TOKYO TO,EDOGAWA KU,HARUECHO(1-3-CHOME),,
3237,1340003,東京都,江戸川区,春江町（４、５丁目）,TOKYO TO,EDOGAWA KU,HARUECHO(4.5-CHOME),,
3238,1340084,東京都,江戸川区,東葛西,TOKYO TO,EDOGAWA KU,HIGASHIKASAI,,
3239,1330052,東京都,江戸川区,東小岩,TOKYO TO,EDOGAWA KU,HIGASHIKOIWA,,
3240,1320033,東京都,江戸川区,東小松川,TOKYO TO,EDOGAWA KU,HIGASHIKOMATSUGAWA,,
3241,1330063,東京都,江戸川区,東篠崎,TOKYO TO,EDOGAWA KU,HIGASHISHINOZAKI,,
3242,1330062,東京都,江戸川区,東篠崎町,TOKYO TO,EDOGAWA KU,HIGASHISHINOZAKIMACHI,,
3243,1330071,東京都,江戸川区,東松本,TOKYO TO,EDOGAWA KU,HIGASHIMATSUMOTO,,
3244,1320014,東京都,江戸川区,東瑞江,TOKYO TO,EDOGAWA KU,HIGASHIMIZUE,,
3245,1320035,東京都,江戸川区,平井,TOKYO TO,EDOGAWA KU,HIRAI,,
3246,1340091,東京都,江戸川区,船堀,TOKYO TO,EDOGAWA KU,FUNABORI,35.6838254,139.8643034
3247,1330044,東京都,江戸川区,本一色,TOKYO TO,EDOGAWA KU,HONISSHIKI,,
3248,1320025,東京都,江戸川区,松江,TOKYO TO,EDOGAWA KU,MATSUE,35.7525001,139.7320417
3249,1320031,東京都,江戸川区,松島,TOKYO TO,EDOGAWA KU,MATSUSHIMA,35.6846471,139.7854395
3250,1330043,東京都,江戸川区,松本,TOKYO TO,EDOGAWA KU,MATSUMOTO,35.6807957,139.6066338
3251,1320011,東京都,江戸川区,瑞江,TOKYO TO,EDOGAWA KU,MIZUE,35.6933045,139.8977921
3252,1340085,東京都,江戸川区,南葛西,TOKYO TO,EDOGAWA KU,MINAMIKASAI,,
3253,1330056,東京都,江戸川区,南小岩,TOKYO TO,EDOGAWA KU,MINAMIKOIWA,,
3254,1330065,東京都,江戸川区,南篠崎町,TOKYO TO,EDOGAWA KU,MINAMISHINOZAKIMACHI,,
3255,1320002,東京都,江戸川区,谷河内（１丁目）,TOKYO TO,EDOGAWA KU,YAGOCHI(1-CHOME),,
3256,1330002,東京都,江戸川区,谷河内（２丁目）,TOKYO TO,EDOGAWA KU,YAGOCHI(2-CHOME),,
3257,1340086,東京都,江戸川区,臨海町,TOKYO TO,EDOGAWA KU,RINKAICHO,35.6492367,139.8614624
3258,1920000,東京都,八王子市,以下に掲載がない場合,TOKYO TO,HACHIOJI SHI,IKANIKEISAIGANAIBAAI,,
3259,1920043,東京都,八王子市,暁町,TOKYO TO,HACHIOJI SHI,AKATSUKICHO,,
3260,1920083,東京都,八王子市,旭町,TOKYO TO,HACHIOJI SHI,ASAHICHO,35.6559238,139.338163
3261,1920082,東京都,八王子市,東町,TOKYO TO,HACHIOJI SHI,AZUMACHO,35.6582506,139.3395636
3262,1920032,東京都,八王子市,石川町,TOKYO TO,HACHIOJI SHI,ISHIKAWAMACHI,35.6755034,139.365707
3263,1930814,東京都,八王子市,泉町,TOKYO TO,HACHIOJI SHI,IZUMICHO,35.7669048,139.7007048
3264,1930802,東京都,八王子市,犬目町,TOKYO TO,HACHIOJI SHI,INUMEMACHI,,
3265,1920902,東京都,八王子市,上野町,TOKYO TO,HACHIOJI SHI,UENOMACHI,,
3266,1920911,東京都,八王子市,打越町,TOKYO TO,HACHIOJI SHI,UCHIKOSHIMACHI,,
3267,1920024,東京都,八王子市,宇津木町,TOKYO TO,HACHIOJI SHI,UTSUKIMACHI,,
3268,1920915,東京都,八王子市,宇津貫町,TOKYO TO,HACHIOJI SHI,UTSUNUKIMACHI,,
3269,1920013,東京都,八王子市,梅坪町,TOKYO TO,HACHIOJI SHI,UMETSUBOMACHI,,
3270,1930841,東京都,八王子市,裏高尾町,TOKYO TO,HACHIOJI SHI,URATAKAOMACHI,35.6430671,139.2425172
3271,1920056,東京都,八王子市,追分町,TOKYO TO,HACHIOJI SHI,OIWAKECHO,35.6609357,139.3184136
3272,1920352,東京都,八王子市,大塚,TOKYO TO,HACHIOJI SHI,OTSUKA,35.7317401,139.7283438
3273,1930935,東京都,八王子市,大船町,TOKYO TO,HACHIOJI SHI,OFUNEMACHI,,
3274,1920034,東京都,八王子市,大谷町,TOKYO TO,HACHIOJI SHI,OYAMACHI,35.6728052,139.3488083
3275,1920062,東京都,八王子市,大横町,TOKYO TO,HACHIOJI SHI,OYOKOCHO,35.6636275,139.3295216
3276,1920045,東京都,八王子市,大和田町,TOKYO TO,HACHIOJI SHI,OWADAMACHI,35.6634362,139.3530739
3277,1920054,東京都,八王子市,小門町,TOKYO TO,HACHIOJI SHI,OKADOMACHI,,
3278,1920025,東京都,八王子市,尾崎町,TOKYO TO,HACHIOJI SHI,OSAKIMACHI,,
3279,1920155,東京都,八王子市,小津町,TOKYO TO,HACHIOJI SHI,OTSUMACHI,,
3280,1920353,東京都,八王子市,鹿島,TOKYO TO,HACHIOJI SHI,KASHIMA,35.6450127,139.7512902
3281,1920004,東京都,八王子市,加住町,TOKYO TO,HACHIOJI SHI,KASUMIMACHI,35.6973256,139.3189974
3282,1920914,東京都,八王子市,片倉町,TOKYO TO,HACHIOJI SHI,KATAKURAMACHI,35.6255289,139.3424269692968
3283,1930815,東京都,八王子市,叶谷町,TOKYO TO,HACHIOJI SHI,KANOYAMACHI,,
3284,1930811,東京都,八王子市,上壱分方町,TOKYO TO,HACHIOJI SHI,KAMIICHIBUKATAMACHI,,
3285,1920156,東京都,八王子市,上恩方町,TOKYO TO,HACHIOJI SHI,KAMIONGATAMACHI,,
3286,1920151,東京都,八王子市,上川町,TOKYO TO,HACHIOJI SHI,KAMIKAWAMACHI,,
3287,1920373,東京都,八王子市,上柚木,TOKYO TO,HACHIOJI SHI,KAMIYUGI,,
3288,1930801,東京都,八王子市,川口町,TOKYO TO,HACHIOJI SHI,KAWAGUCHIMACHI,,
3289,1930821,東京都,八王子市,川町,TOKYO TO,HACHIOJI SHI,KAWAMACHI,,
3290,1920913,東京都,八王子市,北野台,TOKYO TO,HACHIOJI SHI,KITANODAI,,
3291,1920906,東京都,八王子市,北野町,TOKYO TO,HACHIOJI SHI,KITANOMACHI,35.6485391,139.3520675
3292,1920912,東京都,八王子市,絹ケ丘,TOKYO TO,HACHIOJI SHI,KINUGAOKA,,
3293,1930804,東京都,八王子市,清川町,TOKYO TO,HACHIOJI SHI,KIYOKAWACHO,,
3294,1930942,東京都,八王子市,椚田町,TOKYO TO,HACHIOJI SHI,KUNUGIDAMACHI,,
3295,1920023,東京都,八王子市,久保山町,TOKYO TO,HACHIOJI SHI,KUBOYAMACHO,,
3296,1920361,東京都,八王子市,越野,TOKYO TO,HACHIOJI SHI,KOSHINO,,
3297,1930934,東京都,八王子市,小比企町,TOKYO TO,HACHIOJI SHI,KOBIKIMACHI,35.6382844,139.3185091
3298,1920031,東京都,八王子市,小宮町,TOKYO TO,HACHIOJI SHI,KOMIYAMACHI,,
3299,1920904,東京都,八王子市,子安町,TOKYO TO,HACHIOJI SHI,KOYASUMACHI,35.646911,139.3367533
3300,1920012,東京都,八王子市,左入町,TOKYO TO,HACHIOJI SHI,SANYUMACHI,35.6854985,139.3471515
3301,1930832,東京都,八王子市,散田町,TOKYO TO,HACHIOJI SHI,SANDAMACHI,,
3302,1920154,東京都,八王子市,下恩方町,TOKYO TO,HACHIOJI SHI,SHIMONGATAMACHI,,
3303,1920372,東京都,八王子市,下柚木,TOKYO TO,HACHIOJI SHI,SHIMOYUGI,35.6276592,139.3836989
3304,1930825,東京都,八王子市,城山手,TOKYO TO,HACHIOJI SHI,SHIROYAMATE,,
3305,1920065,東京都,八王子市,新町,TOKYO TO,HACHIOJI SHI,SHINCHO,,
3306,1930812,東京都,八王子市,諏訪町,TOKYO TO,HACHIOJI SHI,SUWAMACHI,,
3307,1930835,東京都,八王子市,千人町,TOKYO TO,HACHIOJI SHI,SENNINCHO,,
3308,1930931,東京都,八王子市,台町,TOKYO TO,HACHIOJI SHI,DAIMACHI,,
3309,1930816,東京都,八王子市,大楽寺町,TOKYO TO,HACHIOJI SHI,DAIRAKUJIMACHI,,
3310,1920022,東京都,八王子市,平町,TOKYO TO,HACHIOJI SHI,TAIRAMACHI,,
3311,1930844,東京都,八王子市,高尾町,TOKYO TO,HACHIOJI SHI,TAKAOMACHI,35.6343692,139.2659174
3312,1920033,東京都,八王子市,高倉町,TOKYO TO,HACHIOJI SHI,TAKAKURAMACHI,35.6654398,139.3695753
3313,1920002,東京都,八王子市,高月町,TOKYO TO,HACHIOJI SHI,TAKATSUKIMACHI,,
3314,1920011,東京都,八王子市,滝山町,TOKYO TO,HACHIOJI SHI,TAKIYAMAMACHI,35.6888379,139.3413046
3315,1930944,東京都,八王子市,館町,TOKYO TO,HACHIOJI SHI,TATEMACHI,35.6347157,139.2876903
3316,1920064,東京都,八王子市,田町,TOKYO TO,HACHIOJI SHI,TAMACHI,35.6457358,139.7476833
3317,1920003,東京都,八王子市,丹木町,TOKYO TO,HACHIOJI SHI,TANGIMACHI,35.6933032,139.3323675
3318,1930943,東京都,八王子市,寺田町,TOKYO TO,HACHIOJI SHI,TERADAMACHI,,
3319,1920073,東京都,八王子市,寺町,TOKYO TO,HACHIOJI SHI,TERAMACHI,34.0478656,-118.2426649
3320,1920074,東京都,八王子市,天神町,TOKYO TO,HACHIOJI SHI,TENJINCHO,35.7307794,139.4920879
3321,1930843,東京都,八王子市,廿里町,TOKYO TO,HACHIOJI SHI,TODORIMACHI,35.6468331,139.2748405
3322,1920001,東京都,八王子市,戸吹町,TOKYO TO,HACHIOJI SHI,TOBUKIMACHI,35.7077754,139.2962098
3323,1920085,東京都,八王子市,中町,TOKYO TO,HACHIOJI SHI,NAKACHO,35.699409,139.51843965481308
3324,1920041,東京都,八王子市,中野　上町,TOKYO TO,HACHIOJI SHI,NAKANO KAMICHO,,
3325,1920042,東京都,八王子市,中野　山王,TOKYO TO,HACHIOJI SHI,NAKANO SANNO,,
3326,1920015,東京都,八王子市,中野町,TOKYO TO,HACHIOJI SHI,NAKANOMACHI,,
3327,1920374,東京都,八王子市,中山,TOKYO TO,HACHIOJI SHI,NAKAYAMA,35.7066294,139.7657499
3328,1920907,東京都,八王子市,長沼町,TOKYO TO,HACHIOJI SHI,NAGANUMAMACHI,35.6420861,139.3637831
3329,1930824,東京都,八王子市,長房町,TOKYO TO,HACHIOJI SHI,NAGABUSAMACHI,,
3330,1920919,東京都,八王子市,七国,TOKYO TO,HACHIOJI SHI,NANAKUNI,,
3331,1930831,東京都,八王子市,並木町,TOKYO TO,HACHIOJI SHI,NAMIKICHO,,
3332,1930803,東京都,八王子市,楢原町,TOKYO TO,HACHIOJI SHI,NARAHARAMACHI,,
3333,1920371,東京都,八王子市,南陽台,TOKYO TO,HACHIOJI SHI,NANYODAI,,
3334,1930842,東京都,八王子市,西浅川町,TOKYO TO,HACHIOJI SHI,NISHIASAKAWAMACHI,35.6424728,139.2721399
3335,1920917,東京都,八王子市,西片倉,TOKYO TO,HACHIOJI SHI,NISHIKATAKURA,,
3336,1920153,東京都,八王子市,西寺方町,TOKYO TO,HACHIOJI SHI,NISHITERAKATAMACHI,,
3337,1930822,東京都,八王子市,弐分方町,TOKYO TO,HACHIOJI SHI,NIBUKATAMACHI,,
3338,1930941,東京都,八王子市,狭間町,TOKYO TO,HACHIOJI SHI,HAZAMAMACHI,,
3339,1920053,東京都,八王子市,八幡町,TOKYO TO,HACHIOJI SHI,HACHIMANCHO,35.6678257,139.4896683
3340,1930845,東京都,八王子市,初沢町,TOKYO TO,HACHIOJI SHI,HATSUZAWAMACHI,,
3341,1930834,東京都,八王子市,東浅川町,TOKYO TO,HACHIOJI SHI,HIGASHIASAKAWAMACHI,,
3342,1920351,東京都,八王子市,東中野,TOKYO TO,HACHIOJI SHI,HIGASHINAKANO,35.7062496,139.6858698
3343,1920918,東京都,八王子市,兵衛,TOKYO TO,HACHIOJI SHI,HYOE,35.6562715,139.7013941
3344,1930836,東京都,八王子市,日吉町,TOKYO TO,HACHIOJI SHI,HIYOSHICHO,,
3345,1920061,東京都,八王子市,平岡町,TOKYO TO,HACHIOJI SHI,HIRAOKACHO,,
3346,1920044,東京都,八王子市,富士見町,TOKYO TO,HACHIOJI SHI,FUJIMICHO,35.6685275,139.3484614
3347,1920363,東京都,八王子市,別所,TOKYO TO,HACHIOJI SHI,BESSHO,35.6027293,139.4454401
3348,1920355,東京都,八王子市,堀之内,TOKYO TO,HACHIOJI SHI,HORINOCHI,,
3349,1920052,東京都,八王子市,本郷町,TOKYO TO,HACHIOJI SHI,HONGOCHO,,
3350,1920066,東京都,八王子市,本町,TOKYO TO,HACHIOJI SHI,HONCHO,35.6961466,139.6768501
3351,1920354,東京都,八王子市,松が谷,TOKYO TO,HACHIOJI SHI,MATSUGAYA,35.6318225,139.4220673
3352,1920362,東京都,八王子市,松木,TOKYO TO,HACHIOJI SHI,MATSUGI,,
3353,1920021,東京都,八王子市,丸山町,TOKYO TO,HACHIOJI SHI,MARUYAMACHO,,
3354,1920084,東京都,八王子市,三崎町,TOKYO TO,HACHIOJI SHI,MISAKICHO,35.7006297,139.7539066
3355,1920014,東京都,八王子市,みつい台,TOKYO TO,HACHIOJI SHI,MITSUIDAI,,
3356,1930932,東京都,八王子市,緑町,TOKYO TO,HACHIOJI SHI,MIDORICHO,35.7170478,139.5628232
