,zip_code,prefecture,city,area,lat,long
3151,1200004,TOKYO TO,ADACHI KU,HIGASHIAYASE,35.76676345,139.83495777334952
3152,1210801,TOKYO TO,ADACHI KU,HIGASHIIKO,,
3153,1210063,TOKYO TO,ADACHI KU,HIGASHIHOKIMA,35.7949355,139.8100858
3154,1210071,TOKYO TO,ADACHI KU,HIGASHIROKUGATSUCHO,,
3155,1210075,TOKYO TO,ADACHI KU,HITOTSUYA,35.7817608,139.8137144805512
3156,1200021,TOKYO TO,ADACHI KU,HINODECHO,35.750953,139.809899
3157,1210076,TOKYO TO,ADACHI KU,HIRANO,35.7824602,139.80593117826163
3158,1210064,TOKYO TO,ADACHI KU,HOKIMA,35.7947597,139.8023471
3159,1210072,TOKYO TO,ADACHI KU,HOZUKACHO,,
3160,1230874,TOKYO TO,ADACHI KU,HORINOCHI,,
3161,1210062,TOKYO TO,ADACHI KU,MINAMIHANAHATA,,
3162,1200047,TOKYO TO,ADACHI KU,MIYAGI,35.6856,139.783161
3163,1210052,TOKYO TO,ADACHI KU,MUTSUGI,,
3164,1230853,TOKYO TO,ADACHI KU,MOTOKI,35.7636887,139.7856826
3165,1230854,TOKYO TO,ADACHI KU,MOTOKI HIGASHIMACHI,,
3166,1230856,TOKYO TO,ADACHI KU,MOTOKI NISHIMACHI,,
3167,1230855,TOKYO TO,ADACHI KU,MOTOKI MINAMIMACHI,,
3168,1230857,TOKYO TO,ADACHI KU,MOTOKI KITAMACHI,,
3169,1230863,TOKYO TO,ADACHI KU,YAZAIKE,35.786641,139.7689150072486
3170,1200006,TOKYO TO,ADACHI KU,YANAKA,35.721218,139.7660417
3171,1200022,TOKYO TO,ADACHI KU,YANAGIHARA,35.7478206,139.8129013
3172,1210814,TOKYO TO,ADACHI KU,ROKUGATSU,35.7869063,139.7959989
3173,1210073,TOKYO TO,ADACHI KU,ROKUCHO,35.7848565,139.8218681
3174,1240000,TOKYO TO,KATSUSHIKA KU,IKANIKEISAIGANAIBAAI,,
3175,1250062,TOKYO TO,KATSUSHIKA KU,AOTO,35.7455741,139.8560545
3176,1240022,TOKYO TO,KATSUSHIKA KU,OKUDO,35.73723065,139.85310548390302
3177,1240003,TOKYO TO,KATSUSHIKA KU,OHANAJAYA,35.7475893,139.8401447
3178,1250042,TOKYO TO,KATSUSHIKA KU,KANAMACHI,35.7695843,139.8706926
3179,1250043,TOKYO TO,KATSUSHIKA KU,KANAMACHIJOSUIJO,35.7607045,139.8802476
3180,1250053,TOKYO TO,KATSUSHIKA KU,KAMAKURA,35.6602524,139.6728159
3181,1250061,TOKYO TO,KATSUSHIKA KU,KAMEARI,35.7666652,139.8478007
3182,1240001,TOKYO TO,KATSUSHIKA KU,KOSUGE,,
3183,1250052,TOKYO TO,KATSUSHIKA KU,SHIBAMATA,35.7564295,139.8751807
3184,1250063,TOKYO TO,KATSUSHIKA KU,SHIRATORI,35.7495129,139.8479248
3185,1240024,TOKYO TO,KATSUSHIKA KU,SHINKOIWA,35.7173097,139.8548948
3186,1250054,TOKYO TO,KATSUSHIKA KU,TAKASAGO,35.7509396,139.8671221
3187,1240005,TOKYO TO,KATSUSHIKA KU,TAKARAMACHI,,
3188,1240012,TOKYO TO,KATSUSHIKA KU,TATEISHI,35.7381895,139.8480693
3189,1250051,TOKYO TO,KATSUSHIKA KU,NIIJUKU,35.76100185,139.86368939092267
3190,1240002,TOKYO TO,KATSUSHIKA KU,NISHIKAMEARI(1.2-CHOME),,
3191,1250002,TOKYO TO,KATSUSHIKA KU,NISHIKAMEARI(3.4-CHOME),,
3192,1240025,TOKYO TO,KATSUSHIKA KU,NISHISHINKOIWA,35.7184098,139.8559171
3193,1250031,TOKYO TO,KATSUSHIKA KU,NISHIMIZUMOTO,,
3194,1250041,TOKYO TO,KATSUSHIKA KU,HIGASHIKANAMACHI,,
3195,1240023,TOKYO TO,KATSUSHIKA KU,HIGASHISHINKOIWA,,
3196,1240013,TOKYO TO,KATSUSHIKA KU,HIGASHITATEISHI,,
3197,1240004,TOKYO TO,KATSUSHIKA KU,HIGASHIHORIKIRI,,
3198,1250033,TOKYO TO,KATSUSHIKA KU,HIGASHIMIZUMOTO,,
3199,1240014,TOKYO TO,KATSUSHIKA KU,HIGASHIYOTSUGI,,
3200,1240021,TOKYO TO,KATSUSHIKA KU,HOSODA,35.7035352,139.6370184
3201,1240006,TOKYO TO,KATSUSHIKA KU,HORIKIRI,35.7434181,139.8174642
3202,1250032,TOKYO TO,KATSUSHIKA KU,MIZUMOTO,,
3203,1250034,TOKYO TO,KATSUSHIKA KU,MIZUMOTOKOEN,,
3204,1250035,TOKYO TO,KATSUSHIKA KU,MINAMIMIZUMOTO,,
3205,1240011,TOKYO TO,KATSUSHIKA KU,YOTSUGI,35.7317433,139.8348561
3206,1320000,TOKYO TO,EDOGAWA KU,IKANIKEISAIGANAIBAAI,,
3207,1320024,TOKYO TO,EDOGAWA KU,ICHINOE,35.6860241,139.8831104
3208,1340092,TOKYO TO,EDOGAWA KU,ICHINOECHO,,
3209,1340082,TOKYO TO,EDOGAWA KU,UKITACHO,,
3210,1320013,TOKYO TO,EDOGAWA KU,EDOGAWA(1-3-CHOME.4-CHOME1-14-BAN),,
3211,1340013,TOKYO TO,EDOGAWA KU,EDOGAWA(SONOTA),,
3212,1320022,TOKYO TO,EDOGAWA KU,OSUGI,35.700697399999996,139.87893240125874
3213,1330042,TOKYO TO,EDOGAWA KU,OKINOMIYACHO,,
3214,1330041,TOKYO TO,EDOGAWA KU,KAMIISSHIKI,35.7326629,139.8734435521954
3215,1330054,TOKYO TO,EDOGAWA KU,KAMISHINOZAKI,,
3216,1340081,TOKYO TO,EDOGAWA KU,KITAKASAI,,
3217,1330051,TOKYO TO,EDOGAWA KU,KITAKOIWA,,
3218,1330053,TOKYO TO,EDOGAWA KU,KITASHINOZAKI,,
3219,1320034,TOKYO TO,EDOGAWA KU,KOMATSUGAWA,35.699191,139.8628107
3220,1330073,TOKYO TO,EDOGAWA KU,SHISHIBONE,,
3221,1330072,TOKYO TO,EDOGAWA KU,SHISHIBONECHO,,
3222,1330061,TOKYO TO,EDOGAWA KU,SHINOZAKIMACHI,,
3223,1330064,TOKYO TO,EDOGAWA KU,SHIMOSHINOZAKIMACHI,,
3224,1340087,TOKYO TO,EDOGAWA KU,SEISHINCHO,35.6692892,139.8496293
3225,1320021,TOKYO TO,EDOGAWA KU,CHUO,35.666255,139.775565
3226,1340083,TOKYO TO,EDOGAWA KU,NAKAKASAI,,
3227,1320001,TOKYO TO,EDOGAWA KU,NIIHORI,,
3228,1320023,TOKYO TO,EDOGAWA KU,NISHIICHINOE,,
3229,1340088,TOKYO TO,EDOGAWA KU,NISHIKASAI,,
3230,1330057,TOKYO TO,EDOGAWA KU,NISHIKOIWA,,
3231,1320032,TOKYO TO,EDOGAWA KU,NISHIKOMATSUGAWAMACHI,,
3232,1330055,TOKYO TO,EDOGAWA KU,NISHISHINOZAKI,,
3233,1320015,TOKYO TO,EDOGAWA KU,NISHIMIZUE(3-CHOME.4-CHOME3-9-BAN),,
3234,1340015,TOKYO TO,EDOGAWA KU,NISHIMIZUE(4-CHOME1-2-BAN.10-27-BAN,,
3235,1340093,TOKYO TO,EDOGAWA KU,NINOECHO,,
3236,1320003,TOKYO TO,EDOGAWA KU,HARUECHO(1-3-CHOME),,
3237,1340003,TOKYO TO,EDOGAWA KU,HARUECHO(4.5-CHOME),,
3238,1340084,TOKYO TO,EDOGAWA KU,HIGASHIKASAI,,
3239,1330052,TOKYO TO,EDOGAWA KU,HIGASHIKOIWA,,
3240,1320033,TOKYO TO,EDOGAWA KU,HIGASHIKOMATSUGAWA,,
3241,1330063,TOKYO TO,EDOGAWA KU,HIGASHISHINOZAKI,,
3242,1330062,TOKYO TO,EDOGAWA KU,HIGASHISHINOZAKIMACHI,,
3243,1330071,TOKYO TO,EDOGAWA KU,HIGASHIMATSUMOTO,,
3244,1320014,TOKYO TO,EDOGAWA KU,HIGASHIMIZUE,,
3245,1320035,TOKYO TO,EDOGAWA KU,HIRAI,,
3246,1340091,TOKYO TO,EDOGAWA KU,FUNABORI,35.6838254,139.8643034
3247,1330044,TOKYO TO,EDOGAWA KU,HONISSHIKI,,
3248,1320025,TOKYO TO,EDOGAWA KU,MATSUE,35.7525001,139.7320417
3249,1320031,TOKYO TO,EDOGAWA KU,MATSUSHIMA,35.6846471,139.7854395
3250,1330043,TOKYO TO,EDOGAWA KU,MATSUMOTO,35.6807957,139.6066338
3251,1320011,TOKYO TO,EDOGAWA KU,MIZUE,35.6933045,139.8977921
3252,1340085,TOKYO TO,EDOGAWA KU,MINAMIKASAI,,
3253,1330056,TOKYO TO,EDOGAWA KU,MINAMIKOIWA,,
3254,1330065,TOKYO TO,EDOGAWA KU,MINAMISHINOZAKIMACHI,,
3255,1320002,TOKYO TO,EDOGAWA KU,YAGOCHI(1-CHOME),,
3256,1330002,TOKYO TO,EDOGAWA KU,YAGOCHI(2-CHOME),,
3257,1340086,TOKYO TO,EDOGAWA KU,RINKAICHO,35.6492367,139.8614624
3258,1920000,TOKYO TO,HACHIOJI SHI,IKANIKEISAIGANAIBAAI,,
3259,1920043,TOKYO TO,HACHIOJI SHI,AKATSUKICHO,,
3260,1920083,TOKYO TO,HACHIOJI SHI,ASAHICHO,35.6559238,139.338163
3261,1920082,TOKYO TO,HACHIOJI SHI,AZUMACHO,35.6582506,139.3395636
3262,1920032,TOKYO TO,HACHIOJI SHI,ISHIKAWAMACHI,35.6755034,139.365707
3263,1930814,TOKYO TO,HACHIOJI SHI,IZUMICHO,35.7669048,139.7007048
3264,1930802,TOKYO TO,HACHIOJI SHI,INUMEMACHI,,
3265,1920902,TOKYO TO,HACHIOJI SHI,UENOMACHI,,
3266,1920911,TOKYO TO,HACHIOJI SHI,UCHIKOSHIMACHI,,
3267,1920024,TOKYO TO,HACHIOJI SHI,UTSUKIMACHI,,
3268,1920915,TOKYO TO,HACHIOJI SHI,UTSUNUKIMACHI,,
3269,1920013,TOKYO TO,HACHIOJI SHI,UMETSUBOMACHI,,
3270,1930841,TOKYO TO,HACHIOJI SHI,URATAKAOMACHI,35.6430671,139.2425172
3271,1920056,TOKYO TO,HACHIOJI SHI,OIWAKECHO,35.6609357,139.3184136
3272,1920352,TOKYO TO,HACHIOJI SHI,OTSUKA,35.7317401,139.7283438
3273,1930935,TOKYO TO,HACHIOJI SHI,OFUNEMACHI,,
3274,1920034,TOKYO TO,HACHIOJI SHI,OYAMACHI,35.6728052,139.3488083
3275,1920062,TOKYO TO,HACHIOJI SHI,OYOKOCHO,35.6636275,139.3295216
3276,1920045,TOKYO TO,HACHIOJI SHI,OWADAMACHI,35.6634362,139.3530739
3277,1920054,TOKYO TO,HACHIOJI SHI,OKADOMACHI,,
3278,1920025,TOKYO TO,HACHIOJI SHI,OSAKIMACHI,,
3279,1920155,TOKYO TO,HACHIOJI SHI,OTSUMACHI,,
3280,1920353,TOKYO TO,HACHIOJI SHI,KASHIMA,35.6450127,139.7512902
3281,1920004,TOKYO TO,HACHIOJI SHI,KASUMIMACHI,35.6973256,139.3189974
3282,1920914,TOKYO TO,HACHIOJI SHI,KATAKURAMACHI,35.6255289,139.3424269692968
3283,1930815,TOKYO TO,HACHIOJI SHI,KANOYAMACHI,,
3284,1930811,TOKYO TO,HACHIOJI SHI,KAMIICHIBUKATAMACHI,,
3285,1920156,TOKYO TO,HACHIOJI SHI,KAMIONGATAMACHI,,
3286,1920151,TOKYO TO,HACHIOJI SHI,KAMIKAWAMACHI,,
3287,1920373,TOKYO TO,HACHIOJI SHI,KAMIYUGI,,
3288,1930801,TOKYO TO,HACHIOJI SHI,KAWAGUCHIMACHI,,
3289,1930821,TOKYO TO,HACHIOJI SHI,KAWAMACHI,,
3290,1920913,TOKYO TO,HACHIOJI SHI,KITANODAI,,
3291,1920906,TOKYO TO,HACHIOJI SHI,KITANOMACHI,35.6485391,139.3520675
3292,1920912,TOKYO TO,HACHIOJI SHI,KINUGAOKA,,
3293,1930804,TOKYO TO,HACHIOJI SHI,KIYOKAWACHO,,
3294,1930942,TOKYO TO,HACHIOJI SHI,KUNUGIDAMACHI,,
3295,1920023,TOKYO TO,HACHIOJI SHI,KUBOYAMACHO,,
3296,1920361,TOKYO TO,HACHIOJI SHI,KOSHINO,,
3297,1930934,TOKYO TO,HACHIOJI SHI,KOBIKIMACHI,35.6382844,139.3185091
3298,1920031,TOKYO TO,HACHIOJI SHI,KOMIYAMACHI,,
3299,1920904,TOKYO TO,HACHIOJI SHI,KOYASUMACHI,35.646911,139.3367533
3300,1920012,TOKYO TO,HACHIOJI SHI,SANYUMACHI,35.6854985,139.3471515
3301,1930832,TOKYO TO,HACHIOJI SHI,SANDAMACHI,,
3302,1920154,TOKYO TO,HACHIOJI SHI,SHIMONGATAMACHI,,
3303,1920372,TOKYO TO,HACHIOJI SHI,SHIMOYUGI,35.6276592,139.3836989
3304,1930825,TOKYO TO,HACHIOJI SHI,SHIROYAMATE,,
3305,1920065,TOKYO TO,HACHIOJI SHI,SHINCHO,,
3306,1930812,TOKYO TO,HACHIOJI SHI,SUWAMACHI,,
3307,1930835,TOKYO TO,HACHIOJI SHI,SENNINCHO,,
3308,1930931,TOKYO TO,HACHIOJI SHI,DAIMACHI,,
3309,1930816,TOKYO TO,HACHIOJI SHI,DAIRAKUJIMACHI,,
3310,1920022,TOKYO TO,HACHIOJI SHI,TAIRAMACHI,,
3311,1930844,TOKYO TO,HACHIOJI SHI,TAKAOMACHI,35.6343692,139.2659174
3312,1920033,TOKYO TO,HACHIOJI SHI,TAKAKURAMACHI,35.6654398,139.3695753
3313,1920002,TOKYO TO,HACHIOJI SHI,TAKATSUKIMACHI,,
3314,1920011,TOKYO TO,HACHIOJI SHI,TAKIYAMAMACHI,35.6888379,139.3413046
3315,1930944,TOKYO TO,HACHIOJI SHI,TATEMACHI,35.6347157,139.2876903
3316,1920064,TOKYO TO,HACHIOJI SHI,TAMACHI,35.6457358,139.7476833
3317,1920003,TOKYO TO,HACHIOJI SHI,TANGIMACHI,35.6933032,139.3323675
3318,1930943,TOKYO TO,HACHIOJI SHI,TERADAMACHI,,
3319,1920073,TOKYO TO,HACHIOJI SHI,TERAMACHI,34.0478656,-118.2426649
3320,1920074,TOKYO TO,HACHIOJI SHI,TENJINCHO,35.7307794,139.4920879
3321,1930843,TOKYO TO,HACHIOJI SHI,TODORIMACHI,35.6468331,139.2748405
3322,1920001,TOKYO TO,HACHIOJI SHI,TOBUKIMACHI,35.7077754,139.2962098
3323,1920085,TOKYO TO,HACHIOJI SHI,NAKACHO,35.699409,139.51843965481308
3324,1920041,TOKYO TO,HACHIOJI SHI,NAKANO KAMICHO,,
3325,1920042,TOKYO TO,HACHIOJI SHI,NAKANO SANNO,,
3326,1920015,TOKYO TO,HACHIOJI SHI,NAKANOMACHI,,
3327,1920374,TOKYO TO,HACHIOJI SHI,NAKAYAMA,35.7066294,139.7657499
3328,1920907,TOKYO TO,HACHIOJI SHI,NAGANUMAMACHI,35.6420861,139.3637831
3329,1930824,TOKYO TO,HACHIOJI SHI,NAGABUSAMACHI,,
3330,1920919,TOKYO TO,HACHIOJI SHI,NANAKUNI,,
3331,1930831,TOKYO TO,HACHIOJI SHI,NAMIKICHO,,
3332,1930803,TOKYO TO,HACHIOJI SHI,NARAHARAMACHI,,
3333,1920371,TOKYO TO,HACHIOJI SHI,NANYODAI,,
3334,1930842,TOKYO TO,HACHIOJI SHI,NISHIASAKAWAMACHI,35.6424728,139.2721399
3335,1920917,TOKYO TO,HACHIOJI SHI,NISHIKATAKURA,,
3336,1920153,TOKYO TO,HACHIOJI SHI,NISHITERAKATAMACHI,,
3337,1930822,TOKYO TO,HACHIOJI SHI,NIBUKATAMACHI,,
3338,1930941,TOKYO TO,HACHIOJI SHI,HAZAMAMACHI,,
3339,1920053,TOKYO TO,HACHIOJI SHI,HACHIMANCHO,35.6678257,139.4896683
3340,1930845,TOKYO TO,HACHIOJI SHI,HATSUZAWAMACHI,,
3341,1930834,TOKYO TO,HACHIOJI SHI,HIGASHIASAKAWAMACHI,,
3342,1920351,TOKYO TO,HACHIOJI SHI,HIGASHINAKANO,35.7062496,139.6858698
3343,1920918,TOKYO TO,HACHIOJI SHI,HYOE,35.6562715,139.7013941
3344,1930836,TOKYO TO,HACHIOJI SHI,HIYOSHICHO,,
3345,1920061,TOKYO TO,HACHIOJI SHI,HIRAOKACHO,,
3346,1920044,TOKYO TO,HACHIOJI SHI,FUJIMICHO,35.6685275,139.3484614
3347,1920363,TOKYO TO,HACHIOJI SHI,BESSHO,35.6027293,139.4454401
3348,1920355,TOKYO TO,HACHIOJI SHI,HORINOCHI,,
3349,1920052,TOKYO TO,HACHIOJI SHI,HONGOCHO,,
3350,1920066,TOKYO TO,HACHIOJI SHI,HONCHO,35.6961466,139.6768501
3351,1920354,TOKYO TO,HACHIOJI SHI,MATSUGAYA,35.6318225,139.4220673
3352,1920362,TOKYO TO,HACHIOJI SHI,MATSUGI,,
3353,1920021,TOKYO TO,HACHIOJI SHI,MARUYAMACHO,,
3354,1920084,TOKYO TO,HACHIOJI SHI,MISAKICHO,35.7006297,139.7539066
3355,1920014,TOKYO TO,HACHIOJI SHI,MITSUIDAI,,
3356,1930932,TOKYO TO,HACHIOJI SHI,MIDORICHO,35.7170478,139.5628232
3357,1930846,TOKYO TO,HACHIOJI SHI,MINAMIASAKAWAMACHI,,
3358,1920364,TOKYO TO,HACHIOJI SHI,MINAMIOSAWA,35.6102484,139.3856563
3359,1920075,TOKYO TO,HACHIOJI SHI,MINAMISHINCHO,,
3360,1920072,TOKYO TO,HACHIOJI SHI,MINAMICHO,35.7260784,139.5481238
3361,1920916,TOKYO TO,HACHIOJI SHI,MINAMINO,35.6308096,139.3246039
3362,1920005,TOKYO TO,HACHIOJI SHI,MIYASHITAMACHI,,
3363,1920152,TOKYO TO,HACHIOJI SHI,MIYAMACHO,35.6936145,139.7734213
3364,1920046,TOKYO TO,HACHIOJI SHI,MYOJINCHO,35.6594819,139.3458747
3365,1930833,TOKYO TO,HACHIOJI SHI,MEJIRODAI,35.6435454,139.3081073
3366,1930826,TOKYO TO,HACHIOJI SHI,MOTOHACHIOJIMACHI,,
3367,1920051,TOKYO TO,HACHIOJI SHI,MOTOHONGOCHO,,
3368,1920063,TOKYO TO,HACHIOJI SHI,MOTOYOKOYAMACHO,,
3369,1920055,TOKYO TO,HACHIOJI SHI,YAGICHO,35.684562,139.773881
3370,1920016,TOKYO TO,HACHIOJI SHI,YANOMACHI,,
3371,1930933,TOKYO TO,HACHIOJI SHI,YAMATAMACHI,,
3372,1920375,TOKYO TO,HACHIOJI SHI,YARIMIZU,35.613642,139.3427486
3373,1920071,TOKYO TO,HACHIOJI SHI,YOKAMACHI,,
3374,1930823,TOKYO TO,HACHIOJI SHI,YOKOKAWAMACHI,,
3375,1920081,TOKYO TO,HACHIOJI SHI,YOKOYAMACHO,35.6930639,139.7836349
3376,1930813,TOKYO TO,HACHIOJI SHI,YOTSUYAMACHI,,
3377,1920903,TOKYO TO,HACHIOJI SHI,YOROZUCHO,35.6521499,139.3333937
3378,1900000,TOKYO TO,TACHIKAWA SHI,IKANIKEISAIGANAIBAAI,,
3379,1900012,TOKYO TO,TACHIKAWA SHI,AKEBONOCHO,35.6957018,139.4194617
3380,1900015,TOKYO TO,TACHIKAWA SHI,IZUMICHO,35.7669048,139.7007048
3381,1900033,TOKYO TO,TACHIKAWA SHI,ICHIBANCHO,35.7290556,139.3784156
3382,1900004,TOKYO TO,TACHIKAWA SHI,KASHIWACHO,35.7261117,139.4129635
3383,1900032,TOKYO TO,TACHIKAWA SHI,KAMISUNACHO,35.7271743,139.3930497
3384,1900002,TOKYO TO,TACHIKAWA SHI,SAIWAICHO,35.7260987,139.4241644
3385,1900003,TOKYO TO,TACHIKAWA SHI,SAKAECHO,35.7141261,139.4250227
3386,1900023,TOKYO TO,TACHIKAWA SHI,SHIBASAKICHO,35.693234,139.4070345
3387,1900031,TOKYO TO,TACHIKAWA SHI,SUNAGAWACHO,35.7285722,139.4023623
3388,1900011,TOKYO TO,TACHIKAWA SHI,TAKAMATSUCHO,35.7078886,139.4162669
3389,1900022,TOKYO TO,TACHIKAWA SHI,NISHIKICHO,35.6921186,139.4148078
3390,1900034,TOKYO TO,TACHIKAWA SHI,NISHISUNACHO,35.7326613,139.3638887
3391,1900021,TOKYO TO,TACHIKAWA SHI,HAGOROMOCHO,35.6922101,139.4272972
3392,1900013,TOKYO TO,TACHIKAWA SHI,FUJIMICHO,35.6685275,139.3484614
3393,1900014,TOKYO TO,TACHIKAWA SHI,MIDORICHO,35.7170478,139.5628232
3394,1900001,TOKYO TO,TACHIKAWA SHI,WAKABACHO,,
3395,1800000,TOKYO TO,MUSASHINO SHI,IKANIKEISAIGANAIBAAI,,
3396,1800004,TOKYO TO,MUSASHINO SHI,KICHIJOJI HONCHO,35.7043267,139.5775409
3397,1800002,TOKYO TO,MUSASHINO SHI,KICHIJOJI HIGASHICHO,35.7064843,139.5880373
3398,1800003,TOKYO TO,MUSASHINO SHI,KICHIJOJI MINAMICHO,35.7015955,139.5797484
3399,1800001,TOKYO TO,MUSASHINO SHI,KICHIJOJI KITAMACHI,35.7098122,139.5792922
3400,1800023,TOKYO TO,MUSASHINO SHI,KYONANCHO,35.6991032,139.5397016
3401,1800005,TOKYO TO,MUSASHINO SHI,GOTENYAMA,35.7023931,139.575435
3402,1800022,TOKYO TO,MUSASHINO SHI,SAKAI,35.7041137,139.5437453
3403,1800021,TOKYO TO,MUSASHINO SHI,SAKURAZUTSUMI,35.7087983,139.5349895
3404,1800014,TOKYO TO,MUSASHINO SHI,SEKIMAE,35.7122046,139.5518286
3405,1800006,TOKYO TO,MUSASHINO SHI,NAKACHO,35.7037986,139.5662633
3406,1800013,TOKYO TO,MUSASHINO SHI,NISHIKUBO,35.71031,139.5580462
3407,1800012,TOKYO TO,MUSASHINO SHI,MIDORICHO,35.7170478,139.5628232
3408,1800011,TOKYO TO,MUSASHINO SHI,YAHATACHO,35.7170546,139.5555091
3409,1810000,TOKYO TO,MITAKA SHI,IKANIKEISAIGANAIBAAI,,
3410,1810011,TOKYO TO,MITAKA SHI,IGUCHI,35.6953563,139.5350195
3411,1810001,TOKYO TO,MITAKA SHI,INOKASHIRA,35.6936527,139.583691
3412,1810015,TOKYO TO,MITAKA SHI,OSAWA,35.6678976,139.5402086
3413,1810012,TOKYO TO,MITAKA SHI,KAMIRENJAKU,35.7001384,139.5560873
3414,1810003,TOKYO TO,MITAKA SHI,KITANO,35.6446036,139.3540839
3415,1810013,TOKYO TO,MITAKA SHI,SHIMORENJAKU,35.6964799,139.565496
3416,1810004,TOKYO TO,MITAKA SHI,SHINKAWA,35.681551,139.5686095
3417,1810016,TOKYO TO,MITAKA SHI,JINDAIJI,35.6674609,139.55026855522962
3418,1810005,TOKYO TO,MITAKA SHI,NAKAHARA,35.6648817,139.5746696
3419,1810014,TOKYO TO,MITAKA SHI,NOZAKI,35.6822597,139.5441568
3420,1810002,TOKYO TO,MITAKA SHI,MURE,35.6871232,139.5800341
3421,1980000,TOKYO TO,OME SHI,IKANIKEISAIGANAIBAAI,,
3422,1980087,TOKYO TO,OME SHI,AMAGASECHO,35.788416,139.24779
3423,1980023,TOKYO TO,OME SHI,IMAI,35.8015409,139.3134528
3424,1980021,TOKYO TO,OME SHI,IMADERA,35.7976859,139.2993283
3425,1980088,TOKYO TO,OME SHI,URAJUKUCHO,35.790531,139.245217
3426,1980086,TOKYO TO,OME SHI,OYANACHO,,
3427,1980003,TOKYO TO,OME SHI,OSOKI,35.8138929,139.2643953
3428,1980041,TOKYO TO,OME SHI,KATSUNUMA,35.790715,139.2689077
3429,1980036,TOKYO TO,OME SHI,KABEMACHI,35.7810198,139.2880925
3430,1980081,TOKYO TO,OME SHI,KAMICHO,35.792414,139.253977
3431,1980013,TOKYO TO,OME SHI,KINOSHITA,35.8072957,139.2958903
3432,1980005,TOKYO TO,OME SHI,KUROSAWA,35.810389,139.2546044
3433,1980053,TOKYO TO,OME SHI,KOMAKICHO,35.780092,139.2528824
3434,1980172,TOKYO TO,OME SHI,SAWAI,35.8058807,139.1937542
3435,1980011,TOKYO TO,OME SHI,SHIOBUNE,,
3436,1980024,TOKYO TO,OME SHI,SHIMMACHI,35.6317241,139.6453688
3437,1980025,TOKYO TO,OME SHI,SUEHIROCHO,35.7029492,139.7717048
3438,1980084,TOKYO TO,OME SHI,SUMIECHO,35.789044,139.260833
3439,1980014,TOKYO TO,OME SHI,DAIMON,35.6567438,139.7553648
3440,1980085,TOKYO TO,OME SHI,TAKINOECHO,,
3441,1980043,TOKYO TO,OME SHI,CHIGASEMACHI,35.7859476,139.270187
3442,1980002,TOKYO TO,OME SHI,TOMIOKA,35.8305652,139.2930626
3443,1980051,TOKYO TO,OME SHI,TOMODAMACHI,35.7686496,139.2868567
3444,1980082,TOKYO TO,OME SHI,NAKACHO,35.7037986,139.5662633
3445,1980052,TOKYO TO,OME SHI,NAGABUCHI,35.7756017,139.2695076
3446,1980001,TOKYO TO,OME SHI,NARIKI,35.8268837,139.2400131
3447,1980044,TOKYO TO,OME SHI,NISHIWAKECHO,,
3448,1980004,TOKYO TO,OME SHI,NEKABU,35.8012818,139.2642403
3449,1980032,TOKYO TO,OME SHI,NOGAMICHO,35.7920381,139.2904609
3450,1980063,TOKYO TO,OME SHI,BAIGO,35.7841965,139.2148581
3451,1980061,TOKYO TO,OME SHI,HATANAKA,35.7780912,139.240951
3452,1980042,TOKYO TO,OME SHI,HIGASHIOME,35.790771,139.2755524
3453,1980046,TOKYO TO,OME SHI,HINATAWADA,35.7881161,139.2297013
3454,1980015,TOKYO TO,OME SHI,FUKIAGE,35.798868,139.278318
3455,1980022,TOKYO TO,OME SHI,FUJIHASHI,35.801828,139.3035661
3456,1980171,TOKYO TO,OME SHI,FUTAMATAO,35.8042988,139.2159535
3457,1980083,TOKYO TO,OME SHI,HONCHO,35.789233,139.259092
3458,1980174,TOKYO TO,OME SHI,MITAKE,35.8014535,139.1829937
3459,1980175,TOKYO TO,OME SHI,MITAKESAN,35.7896891,139.153606
3460,1980173,TOKYO TO,OME SHI,MITAKEHONCHO,35.805464,139.178594
3461,1980089,TOKYO TO,OME SHI,MORISHITACHO,35.791744,139.25142
3462,1980031,TOKYO TO,OME SHI,MOROKACHO,,
3463,1980012,TOKYO TO,OME SHI,YANO,35.8051775,139.2894767
3464,1980064,TOKYO TO,OME SHI,YUGIMACHI,35.7980077,139.2068436
3465,1980062,TOKYO TO,OME SHI,WADAMACHI,35.7753358,139.2273679
3466,1830000,TOKYO TO,FUCHU SHI,IKANIKEISAIGANAIBAAI,,
3467,1830003,TOKYO TO,FUCHU SHI,ASAHICHO,35.6559238,139.338163
3468,1830012,TOKYO TO,FUCHU SHI,OSHITATECHO,,
3469,1830021,TOKYO TO,FUCHU SHI,KATAMACHI,35.6606856,139.7373366
3470,1830041,TOKYO TO,FUCHU SHI,KITAYAMACHO,,
3471,1830056,TOKYO TO,FUCHU SHI,KOTOBUKICHO,35.70741575,139.79169419405943
3472,1830013,TOKYO TO,FUCHU SHI,KOYANAGICHO,35.659181,139.5014202
3473,1830014,TOKYO TO,FUCHU SHI,KOREMASA,35.656312,139.4893214
3474,1830054,TOKYO TO,FUCHU SHI,SAIWAICHO,35.7260987,139.4241644
3475,1830051,TOKYO TO,FUCHU SHI,SAKAECHO,35.7141261,139.4250227
3476,1830015,TOKYO TO,FUCHU SHI,SHIMIZUGAOKA,35.6678207,139.4944584
3477,1830011,TOKYO TO,FUCHU SHI,SHIRAITODAI,35.6664784,139.5098139
